A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	class
61.0	2664.0	679.0	-984.0	105.0	-304.0	-64.0	913.0	-1528.0	1233.0	-3188.0	-2476.0	-172.0	1767.0	-161.0	1874.0	3539.0	-101.0	2974.0	-1136.0	0
-792.0	26.0	-5.0	-421.0	153.0	2381.0	588.0	18.0	-628.0	109.0	35.0	608.0	129.0	496.0	325.0	1093.0	684.0	2548.0	1632.0	-197.0	1
112.0	488.0	975.0	-2878.0	1966.0	-813.0	1796.0	4007.0	-312.0	-172.0	2593.0	1356.0	-3151.0	227.0	-1199.0	-1828.0	2455.0	-3211.0	-948.0	-872.0	0
-86.0	183.0	123.0	-196.0	188.0	557.0	352.0	979.0	264.0	-845.0	591.0	812.0	508.0	-386.0	127.0	913.0	674.0	235.0	-751.0	-741.0	1
615.0	-1644.0	-2138.0	-1092.0	-2371.0	-1188.0	221.0	237.0	1311.0	1434.0	-2916.0	-3328.0	3763.0	1636.0	1064.0	179.0	-2528.0	-939.0	1227.0	2189.0	0
558.0	979.0	208.0	1297.0	-546.0	819.0	-942.0	61.0	176.0	-1125.0	-75.0	1341.0	1261.0	312.0	-2108.0	686.0	-24.0	-265.0	-18.0	327.0	1
226.0	82.0	-1404.0	-1317.0	2828.0	-75.0	767.0	-101.0	4.0	73.0	1284.0	22.0	562.0	224.0	1387.0	-766.0	653.0	-167.0	-635.0	-602.0	1
1839.0	295.0	-905.0	-839.0	891.0	103.0	-1222.0	-4656.0	1507.0	358.0	-256.0	194.0	2227.0	-389.0	-411.0	-929.0	1556.0	1775.0	196.0	352.0	0
-1553.0	-38.0	4.0	1094.0	973.0	12.0	144.0	-268.0	1211.0	1069.0	-1626.0	-299.0	-74.0	583.0	115.0	414.0	2167.0	571.0	238.0	354.0	1
-411.0	-624.0	198.0	-1277.0	134.0	2383.0	-2871.0	1006.0	2497.0	284.0	-227.0	3033.0	-2421.0	-2584.0	-2526.0	-1086.0	254.0	2241.0	-355.0	1206.0	0
1733.0	-3091.0	-1706.0	-538.0	1306.0	3719.0	-2182.0	-39.0	551.0	-2193.0	-469.0	-1236.0	-1401.0	-2262.0	-1905.0	3492.0	1296.0	-2239.0	105.0	-352.0	0
-974.0	184.0	1684.0	14.0	9.0	131.0	1608.0	1334.0	-372.0	-18.0	-74.0	1311.0	-113.0	447.0	-245.0	-658.0	1928.0	145.0	175.0	-412.0	1
29.0	877.0	1083.0	-353.0	569.0	1235.0	1536.0	446.0	236.0	-417.0	419.0	321.0	-886.0	45.0	-294.0	1003.0	59.0	-149.0	593.0	563.0	1
2912.0	-44.0	2223.0	-302.0	318.0	-557.0	-977.0	2866.0	-58.0	-1019.0	-297.0	-7.0	-1036.0	-268.0	1318.0	2561.0	3158.0	-1722.0	131.0	2405.0	0
-518.0	-72.0	372.0	203.0	79.0	1791.0	1306.0	949.0	795.0	858.0	53.0	-423.0	768.0	855.0	1403.0	54.0	1236.0	991.0	-3.0	-341.0	1
4.0	-354.0	162.0	476.0	82.0	982.0	415.0	726.0	1184.0	-642.0	2642.0	1241.0	-459.0	111.0	2597.0	1034.0	19.0	973.0	1588.0	-622.0	1
-737.0	488.0	754.0	58.0	618.0	305.0	-476.0	1273.0	1547.0	895.0	995.0	945.0	-116.0	802.0	201.0	-5.0	-494.0	-1163.0	-578.0	-136.0	1
-607.0	-11.0	642.0	78.0	-54.0	-942.0	-622.0	73.0	6.0	-96.0	-3.0	-19.0	1255.0	-1431.0	1226.0	-209.0	1858.0	18.0	327.0	1328.0	1
-314.0	1777.0	19.0	-1277.0	1548.0	963.0	2222.0	943.0	-1281.0	3471.0	242.0	207.0	-4773.0	-1298.0	-2284.0	-83.0	961.0	-158.0	421.0	-4092.0	0
-1272.0	-1006.0	-141.0	763.0	2411.0	-64.0	1045.0	591.0	1105.0	1172.0	289.0	582.0	-372.0	415.0	-118.0	-848.0	1391.0	693.0	87.0	816.0	1
124.0	12.0	-1281.0	-1207.0	-566.0	1603.0	1943.0	1488.0	182.0	1802.0	-14.0	296.0	1216.0	1178.0	1376.0	256.0	1415.0	-777.0	697.0	698.0	1
1461.0	-1678.0	2178.0	-1999.0	-434.0	126.0	118.0	665.0	4189.0	709.0	-1.0	3747.0	-1771.0	-1641.0	12.0	-866.0	2601.0	715.0	1083.0	-1203.0	0
1424.0	1853.0	2616.0	25.0	-1086.0	-1008.0	27.0	-656.0	-828.0	-271.0	-507.0	221.0	-226.0	348.0	227.0	-891.0	1775.0	34.0	781.0	1491.0	1
1221.0	1894.0	-4242.0	-101.0	885.0	-4337.0	-3066.0	-1105.0	-743.0	-2093.0	-398.0	-1957.0	-777.0	-1095.0	-2513.0	-2222.0	-331.0	1795.0	98.0	-3547.0	0
728.0	829.0	-168.0	1426.0	767.0	1078.0	784.0	1218.0	337.0	408.0	-421.0	85.0	-12.0	938.0	2166.0	855.0	343.0	-465.0	-623.0	1404.0	1
2038.0	1239.0	-1545.0	-199.0	-59.0	1499.0	598.0	3206.0	-283.0	-58.0	-2602.0	-89.0	-1043.0	86.0	281.0	-1569.0	1667.0	-2367.0	4674.0	-2458.0	0
12.0	-523.0	-1526.0	-109.0	356.0	847.0	-1321.0	288.0	-574.0	628.0	-1321.0	1847.0	1213.0	2089.0	-416.0	-106.0	118.0	799.0	8.0	173.0	1
-3274.0	305.0	2232.0	-1166.0	3097.0	-31.0	3171.0	347.0	1411.0	2297.0	2241.0	-2018.0	-1245.0	736.0	-2247.0	-1435.0	648.0	-1612.0	-788.0	34.0	0
1762.0	129.0	1026.0	-233.0	777.0	666.0	1412.0	-555.0	1466.0	-197.0	633.0	-154.0	1232.0	1547.0	-376.0	43.0	-817.0	326.0	179.0	-1186.0	1
-1906.0	-816.0	639.0	-1703.0	-543.0	795.0	63.0	-1013.0	-2035.0	-2681.0	381.0	-1462.0	-2151.0	-3883.0	467.0	694.0	-885.0	382.0	-28.0	38.0	0
1712.0	1125.0	178.0	-168.0	-411.0	314.0	992.0	894.0	1899.0	1512.0	-63.0	333.0	386.0	2224.0	2063.0	-563.0	776.0	-1945.0	-1239.0	-698.0	1
-3536.0	2658.0	-1668.0	-201.0	185.0	2451.0	3317.0	905.0	6082.0	-1249.0	1103.0	868.0	261.0	-1812.0	-549.0	836.0	456.0	-4906.0	-1895.0	-2212.0	0
424.0	-707.0	-828.0	741.0	767.0	483.0	-626.0	454.0	-153.0	1255.0	996.0	-1941.0	232.0	-685.0	-896.0	65.0	1622.0	-89.0	767.0	118.0	1
712.0	155.0	-275.0	-411.0	-442.0	1161.0	-1059.0	1218.0	-574.0	985.0	1118.0	575.0	1064.0	-148.0	915.0	-682.0	909.0	2183.0	1058.0	-277.0	1
39.0	817.0	-1545.0	-883.0	1469.0	-126.0	815.0	361.0	1874.0	-972.0	186.0	-3057.0	4501.0	-2118.0	517.0	-1309.0	-643.0	2209.0	1776.0	-534.0	0
-485.0	-17.0	-1324.0	-212.0	2579.0	928.0	1603.0	1366.0	89.0	2463.0	3604.0	-5773.0	-3228.0	174.0	-1519.0	-147.0	1212.0	-1266.0	567.0	291.0	0
543.0	1288.0	1213.0	-12.0	-1631.0	-1067.0	1993.0	-926.0	-556.0	258.0	297.0	-118.0	-208.0	-183.0	728.0	-1119.0	833.0	-65.0	-239.0	-551.0	1
-103.0	1038.0	-73.0	2961.0	-1543.0	36.0	1366.0	225.0	142.0	1142.0	606.0	1932.0	125.0	-1529.0	-1138.0	-78.0	1112.0	1058.0	916.0	-596.0	1
1168.0	494.0	-1843.0	-4162.0	1104.0	1037.0	-5182.0	3258.0	-194.0	-152.0	1271.0	472.0	157.0	2646.0	2007.0	847.0	-1276.0	1472.0	2142.0	3203.0	0
973.0	71.0	-235.0	-1224.0	161.0	358.0	265.0	94.0	-298.0	479.0	1008.0	9.0	274.0	-115.0	-429.0	34.0	913.0	294.0	1237.0	311.0	1
91.0	4376.0	3082.0	-912.0	-243.0	1707.0	-1545.0	1495.0	1304.0	478.0	-153.0	3908.0	-4725.0	-2318.0	-2906.0	102.0	-147.0	-343.0	848.0	2413.0	0
-316.0	-705.0	-1455.0	1475.0	2093.0	-4946.0	-113.0	245.0	-2382.0	1939.0	-67.0	-1942.0	444.0	-3191.0	-193.0	1162.0	-1772.0	-2648.0	-2021.0	766.0	0
-3551.0	-94.0	2662.0	-1779.0	-947.0	6099.0	394.0	-78.0	1545.0	-2328.0	3004.0	-4142.0	1724.0	3341.0	-3186.0	145.0	-1408.0	1532.0	-2427.0	1601.0	0
-139.0	393.0	876.0	-1188.0	934.0	-2298.0	68.0	1735.0	-737.0	1411.0	4511.0	-2509.0	-3816.0	1157.0	-1164.0	-3456.0	2038.0	4835.0	-2795.0	931.0	0
-928.0	182.0	2417.0	-2288.0	-2168.0	-4408.0	-2235.0	1037.0	1835.0	3246.0	1762.0	-5566.0	-269.0	-3147.0	435.0	-2255.0	434.0	-527.0	-2575.0	-4136.0	0
2541.0	316.0	2105.0	659.0	3147.0	169.0	-1385.0	-961.0	3728.0	-332.0	572.0	-4185.0	1137.0	389.0	89.0	1676.0	1645.0	1024.0	-1241.0	1577.0	0
1072.0	-444.0	341.0	1067.0	-639.0	66.0	171.0	295.0	1295.0	4.0	179.0	-688.0	1203.0	19.0	-4.0	1708.0	107.0	-457.0	2151.0	292.0	1
-612.0	585.0	756.0	425.0	318.0	309.0	63.0	156.0	517.0	404.0	-69.0	2665.0	712.0	-1305.0	1753.0	-146.0	3496.0	-179.0	924.0	556.0	1
467.0	44.0	1567.0	2032.0	2227.0	1231.0	2574.0	-172.0	831.0	-1264.0	955.0	1053.0	1061.0	-242.0	1269.0	-497.0	1639.0	1013.0	8.0	-945.0	1
527.0	-2859.0	-543.0	3264.0	366.0	905.0	3821.0	287.0	-1984.0	1795.0	2084.0	-646.0	2371.0	-3406.0	-2425.0	153.0	1623.0	505.0	2646.0	-577.0	0
629.0	-224.0	-159.0	-82.0	292.0	721.0	25.0	-1016.0	188.0	375.0	162.0	998.0	1316.0	1106.0	-757.0	836.0	26.0	1278.0	1083.0	1046.0	1
813.0	1614.0	761.0	1799.0	2611.0	123.0	697.0	1295.0	1165.0	-78.0	631.0	-1497.0	-458.0	-256.0	359.0	142.0	368.0	-62.0	-204.0	71.0	1
-1555.0	-1419.0	-2481.0	617.0	1587.0	892.0	-4636.0	-818.0	917.0	2397.0	-1284.0	-1691.0	-1861.0	-1371.0	375.0	-544.0	-47.0	-2134.0	-2462.0	136.0	0
188.0	244.0	269.0	134.0	282.0	-558.0	2084.0	-874.0	-918.0	29.0	-1458.0	421.0	8.0	1323.0	2059.0	484.0	323.0	615.0	1322.0	111.0	1
44.0	341.0	-145.0	708.0	1626.0	-258.0	625.0	-1339.0	-398.0	1598.0	-978.0	447.0	494.0	-216.0	708.0	937.0	893.0	-1595.0	105.0	1397.0	1
178.0	-111.0	306.0	199.0	-359.0	642.0	1814.0	1006.0	-214.0	2009.0	-214.0	-709.0	-151.0	958.0	-14.0	1072.0	2378.0	-845.0	162.0	1296.0	1
246.0	-606.0	1418.0	-918.0	902.0	2645.0	2084.0	1448.0	1923.0	811.0	-142.0	41.0	1223.0	219.0	69.0	-987.0	-599.0	-994.0	1763.0	619.0	1
-35.0	-1548.0	963.0	-1734.0	-3299.0	1764.0	-2171.0	106.0	5306.0	-356.0	641.0	1542.0	823.0	-1272.0	-495.0	2508.0	-2224.0	-13.0	-751.0	-2366.0	0
2401.0	613.0	2315.0	39.0	854.0	-157.0	-706.0	171.0	1782.0	-847.0	813.0	275.0	234.0	-2768.0	1036.0	141.0	-624.0	644.0	251.0	1268.0	1
-114.0	2043.0	-603.0	-272.0	743.0	2922.0	-516.0	1382.0	987.0	552.0	-1551.0	412.0	1693.0	1261.0	-26.0	-43.0	582.0	1241.0	1237.0	125.0	1
82.0	1411.0	-1476.0	-3.0	-1387.0	1294.0	-3519.0	-194.0	1466.0	655.0	-129.0	-1458.0	128.0	-1784.0	1727.0	-405.0	2886.0	1278.0	1805.0	-46.0	0
76.0	967.0	674.0	-862.0	893.0	-42.0	-1493.0	-1034.0	1261.0	8.0	-1241.0	1054.0	-171.0	2169.0	-399.0	467.0	-36.0	-68.0	-3276.0	329.0	0
1487.0	61.0	-1299.0	69.0	-456.0	-2042.0	1003.0	607.0	519.0	1096.0	-123.0	408.0	701.0	1831.0	1478.0	36.0	46.0	-464.0	516.0	1656.0	1
1491.0	-94.0	-1338.0	-949.0	111.0	3194.0	2868.0	1296.0	4657.0	1294.0	-1639.0	524.0	-454.0	-1254.0	-3286.0	172.0	-315.0	-1326.0	2177.0	-232.0	0
2176.0	-599.0	-97.0	-36.0	1168.0	161.0	-28.0	1477.0	-458.0	374.0	391.0	451.0	-1114.0	-1133.0	1521.0	-114.0	1498.0	1819.0	-1067.0	-113.0	1
97.0	-612.0	2031.0	1086.0	1676.0	72.0	-418.0	-414.0	347.0	354.0	526.0	938.0	1313.0	4.0	-43.0	368.0	-174.0	-392.0	-523.0	769.0	1
-4798.0	-238.0	-4245.0	-1921.0	-4791.0	1299.0	1894.0	-2278.0	304.0	-424.0	-795.0	629.0	678.0	-1374.0	-1726.0	94.0	-1678.0	-1964.0	1664.0	-1274.0	0
916.0	1316.0	407.0	-399.0	898.0	1584.0	632.0	373.0	1192.0	148.0	-2159.0	597.0	-669.0	1408.0	-1238.0	-992.0	151.0	-563.0	1546.0	973.0	1
414.0	1337.0	1008.0	1541.0	194.0	116.0	2121.0	-465.0	-138.0	-1306.0	-133.0	1392.0	-343.0	859.0	-1497.0	641.0	1232.0	205.0	1118.0	-1266.0	1
-1828.0	48.0	759.0	-4518.0	-1615.0	-753.0	4506.0	-3739.0	2953.0	-287.0	228.0	3352.0	1374.0	-1826.0	39.0	1706.0	2272.0	-306.0	-128.0	-2756.0	0
-1036.0	21.0	-1454.0	1647.0	1723.0	-189.0	2072.0	9.0	777.0	-424.0	315.0	792.0	624.0	-1106.0	172.0	-39.0	564.0	833.0	459.0	243.0	1
277.0	-2131.0	1181.0	1512.0	723.0	31.0	5125.0	2712.0	1976.0	-536.0	-2054.0	342.0	1211.0	1767.0	-1807.0	-1092.0	1.0	-132.0	247.0	-3268.0	0
-241.0	1022.0	2291.0	-974.0	-646.0	1358.0	1792.0	1526.0	25.0	941.0	388.0	814.0	-24.0	-56.0	1607.0	-999.0	1851.0	1138.0	-1126.0	-654.0	1
272.0	1368.0	1353.0	523.0	-614.0	962.0	1683.0	384.0	-1641.0	772.0	635.0	-307.0	-505.0	663.0	-68.0	65.0	587.0	107.0	604.0	644.0	1
-1226.0	856.0	2002.0	902.0	-182.0	1412.0	-782.0	1325.0	974.0	-777.0	878.0	54.0	-1798.0	859.0	1931.0	2607.0	1778.0	388.0	-326.0	362.0	1
633.0	-968.0	-237.0	481.0	1058.0	1163.0	119.0	1009.0	-888.0	565.0	1458.0	53.0	-58.0	1118.0	2538.0	1243.0	1108.0	-87.0	598.0	1051.0	1
-844.0	997.0	-72.0	38.0	157.0	226.0	-523.0	582.0	946.0	314.0	461.0	2357.0	31.0	1837.0	498.0	-7.0	434.0	1286.0	877.0	-561.0	1
3209.0	622.0	-753.0	204.0	-385.0	-2514.0	352.0	2882.0	-2468.0	-1297.0	565.0	-163.0	-924.0	926.0	-69.0	1546.0	-628.0	-1634.0	-1288.0	3117.0	0
-414.0	-3234.0	2321.0	831.0	-1711.0	2089.0	2706.0	-848.0	-793.0	3258.0	-215.0	-2524.0	176.0	221.0	-2042.0	-2628.0	787.0	-4475.0	872.0	-2148.0	0
-1628.0	1073.0	1165.0	205.0	594.0	2562.0	94.0	1157.0	902.0	658.0	1365.0	-902.0	-69.0	2445.0	1997.0	1682.0	-954.0	-478.0	805.0	7.0	1
2047.0	-4837.0	1692.0	-2402.0	745.0	33.0	-619.0	-122.0	876.0	1072.0	-582.0	3558.0	-1302.0	1048.0	-1083.0	-1709.0	3205.0	-1284.0	2822.0	-993.0	0
-1829.0	-171.0	-2227.0	1094.0	1758.0	201.0	-158.0	2673.0	289.0	-239.0	1186.0	1369.0	2792.0	168.0	-3853.0	-1075.0	1005.0	-473.0	483.0	-151.0	0
814.0	-763.0	161.0	-544.0	-17.0	747.0	21.0	2103.0	65.0	9.0	633.0	654.0	2466.0	789.0	974.0	1896.0	1786.0	1692.0	1458.0	2466.0	1
-1266.0	1031.0	-874.0	-532.0	-1384.0	58.0	-78.0	537.0	794.0	11.0	469.0	814.0	-116.0	36.0	1341.0	1371.0	1757.0	922.0	198.0	2495.0	1
798.0	3004.0	1737.0	3895.0	-7184.0	1615.0	145.0	122.0	544.0	313.0	4316.0	565.0	343.0	2202.0	2334.0	1314.0	-151.0	3389.0	-317.0	4047.0	0
-288.0	2856.0	1264.0	-1056.0	-218.0	-169.0	-1587.0	2224.0	206.0	-88.0	-507.0	807.0	4528.0	2084.0	-1946.0	1447.0	-1737.0	31.0	-757.0	-1201.0	0
139.0	-1001.0	-1578.0	-701.0	-1348.0	172.0	-3619.0	282.0	903.0	-708.0	-3761.0	-1763.0	1546.0	-1735.0	287.0	2985.0	946.0	-101.0	304.0	2215.0	0
-705.0	956.0	821.0	1471.0	1422.0	97.0	1029.0	1375.0	1386.0	-555.0	303.0	-12.0	1462.0	-289.0	724.0	1151.0	-2157.0	802.0	-66.0	1049.0	1
221.0	505.0	-307.0	-673.0	2209.0	39.0	1136.0	1056.0	-95.0	-974.0	1857.0	1897.0	1797.0	-641.0	852.0	1724.0	141.0	1422.0	665.0	2532.0	1
-1423.0	4707.0	-519.0	795.0	-2958.0	-252.0	-3931.0	-2954.0	1254.0	-1713.0	-525.0	-481.0	-783.0	301.0	973.0	-842.0	209.0	53.0	74.0	3284.0	0
-318.0	283.0	1641.0	-1881.0	-1934.0	2768.0	-2503.0	-2332.0	-427.0	93.0	1496.0	695.0	-1976.0	1172.0	1537.0	-69.0	-2115.0	3583.0	837.0	-2779.0	0
-915.0	843.0	-1115.0	826.0	591.0	2.0	14.0	48.0	-358.0	57.0	-361.0	392.0	-1759.0	2107.0	-443.0	922.0	163.0	-55.0	19.0	-931.0	1
-96.0	-3721.0	1215.0	-2375.0	907.0	1659.0	1437.0	301.0	-1785.0	2039.0	-1476.0	146.0	405.0	-3827.0	3205.0	21.0	3691.0	-6299.0	2846.0	-1861.0	0
-138.0	-206.0	-286.0	4896.0	-908.0	-2218.0	-904.0	-3523.0	1706.0	12.0	819.0	-1368.0	-2333.0	1688.0	-98.0	-66.0	-1846.0	-2371.0	-31.0	968.0	0
549.0	-45.0	327.0	-2027.0	-111.0	-2891.0	819.0	2905.0	-1218.0	121.0	2468.0	-2686.0	-583.0	-125.0	-3104.0	12.0	264.0	637.0	37.0	84.0	0
237.0	1367.0	655.0	914.0	978.0	-493.0	-157.0	258.0	163.0	-166.0	1149.0	2667.0	-399.0	391.0	1973.0	909.0	215.0	-525.0	838.0	94.0	1
1581.0	73.0	-642.0	-853.0	1003.0	596.0	263.0	1217.0	1153.0	1315.0	-354.0	1306.0	2059.0	549.0	-1482.0	552.0	1649.0	477.0	3035.0	326.0	1
846.0	1286.0	85.0	-737.0	-223.0	-119.0	666.0	196.0	-181.0	1472.0	54.0	131.0	1588.0	1652.0	254.0	518.0	362.0	335.0	-671.0	482.0	1
38.0	-87.0	708.0	18.0	-158.0	713.0	496.0	544.0	539.0	-1833.0	1999.0	833.0	-743.0	1255.0	257.0	-415.0	-217.0	1795.0	-651.0	-303.0	1
-671.0	188.0	-1122.0	288.0	-1177.0	-551.0	269.0	616.0	44.0	2634.0	-1794.0	354.0	1561.0	794.0	576.0	874.0	138.0	-62.0	545.0	774.0	1
-114.0	292.0	-15.0	907.0	-654.0	127.0	-887.0	174.0	1426.0	616.0	778.0	-46.0	-73.0	-514.0	-79.0	-95.0	-1238.0	-726.0	1913.0	227.0	1
-0.0	1907.0	638.0	448.0	-781.0	-1114.0	-847.0	831.0	-184.0	-136.0	1685.0	551.0	843.0	823.0	409.0	2302.0	-1609.0	549.0	1458.0	1236.0	1
1259.0	2681.0	1058.0	-263.0	1682.0	1128.0	237.0	657.0	1.0	593.0	-993.0	-61.0	1479.0	-359.0	-803.0	605.0	256.0	1007.0	-348.0	-13.0	1
376.0	435.0	-195.0	-283.0	614.0	-1454.0	1438.0	1611.0	1251.0	1098.0	336.0	2662.0	-1997.0	-302.0	1321.0	-97.0	246.0	2542.0	-717.0	-49.0	1
169.0	1303.0	1134.0	36.0	1943.0	168.0	-1165.0	32.0	338.0	339.0	146.0	228.0	-675.0	514.0	-683.0	1234.0	93.0	-1142.0	895.0	73.0	1
622.0	26.0	1186.0	1064.0	19.0	-992.0	479.0	2122.0	442.0	-732.0	-988.0	147.0	1659.0	-268.0	512.0	-104.0	-74.0	175.0	553.0	902.0	1
728.0	109.0	-1033.0	-582.0	-1541.0	1633.0	23.0	464.0	-127.0	-287.0	-1299.0	1464.0	897.0	-226.0	1887.0	-479.0	-738.0	-1219.0	-3709.0	-2568.0	0
32.0	211.0	-38.0	-573.0	2208.0	-621.0	4161.0	601.0	-4431.0	-18.0	-2915.0	-425.0	-1532.0	36.0	-111.0	-2105.0	699.0	2283.0	-2651.0	443.0	0
678.0	2192.0	-3001.0	-2472.0	-1544.0	228.0	-95.0	-3302.0	603.0	-138.0	1181.0	42.0	236.0	-953.0	2244.0	-244.0	41.0	799.0	-1266.0	994.0	0
-434.0	-2505.0	-8.0	1153.0	3162.0	341.0	-999.0	-1392.0	-501.0	-545.0	1178.0	136.0	825.0	703.0	-1614.0	1913.0	-159.0	1298.0	-129.0	1584.0	0
3668.0	-239.0	2401.0	-827.0	1724.0	1909.0	-395.0	643.0	487.0	-11.0	-87.0	-298.0	116.0	184.0	2712.0	-1398.0	566.0	-141.0	1416.0	98.0	0
337.0	919.0	1082.0	1077.0	607.0	1385.0	-48.0	54.0	687.0	1475.0	2404.0	912.0	2511.0	-74.0	1492.0	94.0	-173.0	56.0	742.0	371.0	1
1546.0	355.0	-1409.0	-74.0	42.0	104.0	569.0	-126.0	429.0	771.0	766.0	-837.0	-577.0	146.0	83.0	955.0	-1638.0	-394.0	467.0	-672.0	1
1094.0	297.0	-1906.0	-1606.0	-2178.0	3743.0	-515.0	-375.0	1442.0	637.0	-927.0	-958.0	979.0	1589.0	1665.0	-998.0	1216.0	43.0	-2862.0	605.0	0
-1194.0	-3568.0	1098.0	1201.0	-1139.0	-405.0	56.0	-1296.0	2445.0	-899.0	-98.0	-2199.0	-2327.0	-804.0	-1651.0	-1763.0	-764.0	901.0	-1202.0	708.0	0
1051.0	973.0	1627.0	-2698.0	-1492.0	1854.0	1987.0	179.0	549.0	144.0	352.0	-3259.0	-1028.0	2812.0	579.0	-654.0	2031.0	1721.0	-1655.0	-802.0	0
458.0	1998.0	702.0	1213.0	-1406.0	-1202.0	748.0	3248.0	2582.0	-2159.0	1421.0	119.0	242.0	-1918.0	3739.0	42.0	-159.0	-1431.0	183.0	625.0	0
2014.0	-918.0	2227.0	13.0	2044.0	536.0	-3604.0	76.0	-1753.0	25.0	2961.0	394.0	-1039.0	-466.0	-3858.0	-37.0	-395.0	-4272.0	1646.0	199.0	0
-72.0	-431.0	-666.0	-184.0	1073.0	1481.0	2139.0	-755.0	754.0	1636.0	245.0	2292.0	744.0	1439.0	476.0	-821.0	154.0	638.0	-115.0	149.0	1
246.0	-185.0	-502.0	794.0	-122.0	2675.0	-1828.0	-2246.0	4644.0	-4492.0	-613.0	-1872.0	1271.0	-1006.0	-1929.0	129.0	-1139.0	-46.0	1.0	143.0	0
2847.0	1772.0	-28.0	-2779.0	-953.0	1845.0	2917.0	2723.0	-1654.0	-458.0	3015.0	-1005.0	2385.0	-419.0	-3926.0	-414.0	-228.0	1864.0	435.0	-436.0	0
-2732.0	-2093.0	-1325.0	-4089.0	-785.0	-3065.0	-4854.0	-525.0	2778.0	1727.0	-3137.0	3457.0	119.0	-45.0	945.0	-32.0	3748.0	-1395.0	-2892.0	5.0	0
1076.0	-1699.0	71.0	-212.0	1843.0	-4056.0	106.0	-854.0	2178.0	-106.0	-104.0	-852.0	-873.0	-78.0	-453.0	1336.0	1225.0	-2049.0	-2501.0	-2648.0	0
217.0	244.0	1788.0	2197.0	35.0	-87.0	1032.0	1356.0	1905.0	1444.0	1288.0	1203.0	1813.0	117.0	-634.0	-1342.0	75.0	-148.0	1441.0	106.0	1
132.0	1978.0	-226.0	673.0	-47.0	-1228.0	1781.0	-492.0	626.0	1267.0	-432.0	2949.0	23.0	841.0	-376.0	218.0	844.0	414.0	1503.0	-484.0	1
724.0	-69.0	2051.0	2693.0	1283.0	605.0	-1255.0	65.0	646.0	373.0	294.0	-775.0	-177.0	-1987.0	-3169.0	3364.0	633.0	-1018.0	-3457.0	-1164.0	0
-496.0	-263.0	2373.0	-54.0	863.0	-1736.0	-276.0	2464.0	22.0	1049.0	601.0	235.0	2888.0	-1354.0	-4143.0	-1478.0	87.0	1298.0	-1.0	354.0	0
1509.0	1314.0	-1547.0	1299.0	364.0	-302.0	5175.0	2253.0	4326.0	-79.0	-1348.0	3173.0	1785.0	-1053.0	582.0	1853.0	4754.0	1955.0	265.0	-3396.0	0
732.0	491.0	884.0	-1208.0	646.0	-659.0	1508.0	-1778.0	-285.0	-458.0	899.0	18.0	362.0	372.0	-257.0	1991.0	1738.0	-344.0	1221.0	411.0	1
1536.0	-15.0	898.0	2888.0	1527.0	218.0	-3164.0	-1864.0	1078.0	801.0	2172.0	2823.0	-2847.0	-424.0	3317.0	-3234.0	-1014.0	137.0	-1777.0	3303.0	0
202.0	1731.0	502.0	853.0	-6.0	1478.0	425.0	131.0	3024.0	-552.0	2143.0	-469.0	-31.0	109.0	-83.0	659.0	1519.0	82.0	91.0	-253.0	1
-1251.0	-3548.0	351.0	-2353.0	525.0	1467.0	1896.0	-3617.0	-1669.0	-658.0	-2084.0	18.0	685.0	-2587.0	-1588.0	306.0	-31.0	-964.0	-1246.0	59.0	0
117.0	117.0	1356.0	1232.0	1617.0	268.0	163.0	1132.0	744.0	2246.0	-1653.0	616.0	1416.0	977.0	1211.0	1583.0	874.0	-601.0	933.0	-825.0	1
4371.0	628.0	1502.0	2813.0	3331.0	1527.0	-1847.0	-4035.0	3126.0	-484.0	-1107.0	-2226.0	4342.0	-2934.0	546.0	149.0	1783.0	241.0	1437.0	236.0	0
874.0	117.0	1729.0	14.0	-12.0	1366.0	-224.0	656.0	591.0	1184.0	-139.0	249.0	1839.0	2294.0	-135.0	483.0	-94.0	298.0	767.0	1325.0	1
-2014.0	-125.0	952.0	-399.0	1416.0	-168.0	-1821.0	-55.0	-1647.0	2396.0	-165.0	-751.0	1131.0	1064.0	553.0	-2072.0	1661.0	-4061.0	-1216.0	306.0	0
-429.0	-339.0	111.0	1433.0	4.0	218.0	2496.0	-539.0	-87.0	315.0	982.0	1383.0	1637.0	76.0	16.0	2686.0	91.0	884.0	1088.0	845.0	1
-403.0	-1621.0	903.0	319.0	-509.0	-106.0	487.0	754.0	3256.0	909.0	-361.0	337.0	1434.0	16.0	158.0	-1084.0	749.0	-852.0	-178.0	2246.0	1
-126.0	999.0	7.0	2245.0	-757.0	1308.0	-701.0	903.0	3289.0	66.0	279.0	-964.0	378.0	2354.0	1609.0	-108.0	1742.0	121.0	866.0	1263.0	1
98.0	283.0	1533.0	-1917.0	-4341.0	727.0	-509.0	-23.0	126.0	2362.0	2796.0	-125.0	642.0	-2701.0	2503.0	197.0	-1261.0	-1194.0	1141.0	846.0	0
-288.0	444.0	3087.0	634.0	301.0	578.0	158.0	-52.0	1336.0	-624.0	-1231.0	192.0	-687.0	-2344.0	-51.0	203.0	-885.0	1558.0	-916.0	841.0	1
