At1	At2	class
-0.0743	-1.38	-1.0
0.39299999999999996	1.64	-1.0
-0.126	-1.67	-1.0
1.14	-1.57	1.0
-1.82	-0.665	1.0
0.636	0.7559999999999999	-1.0
-1.14	0.915	-1.0
-1.2	0.4	1.0
1.57	-0.0786	-1.0
0.196	-1.71	-1.0
-1.42	0.275	-1.0
1.89	-0.243	-1.0
-1.64	0.767	-1.0
1.1	-0.364	1.0
-0.113	0.626	1.0
-0.48	0.0507	1.0
-0.415	-1.3	-1.0
1.28	-0.341	1.0
0.39899999999999997	-0.594	1.0
1.01	-0.205	1.0
-0.4	-1.37	-1.0
-0.239	-0.619	-1.0
-1.53	-1.72	1.0
0.0745	-0.607	1.0
1.53	0.0838	-1.0
2.75	1.47	1.0
0.26	-1.17	-1.0
1.08	1.03	-1.0
-0.239	-1.17	-1.0
1.09	1.21	-1.0
-1.19	-1.0	1.0
1.29	-0.12	-1.0
0.8440000000000001	-0.402	1.0
0.22399999999999998	1.75	1.0
-1.42	1.13	-1.0
1.31	-1.08	1.0
-0.275	1.52	1.0
0.948	1.41	-1.0
-0.9990000000000001	0.9059999999999999	-1.0
-1.63	0.27899999999999997	1.0
1.13	1.51	1.0
1.24	0.809	-1.0
0.0941	1.44	-1.0
-0.636	1.72	-1.0
-1.26	-0.457	1.0
0.249	-1.46	-1.0
-1.02	0.675	-1.0
-1.77	1.01	-1.0
-0.292	1.32	-1.0
0.391	-1.42	-1.0
0.377	1.72	1.0
-0.826	-1.67	-1.0
-0.528	0.29600000000000004	1.0
-0.00835	1.76	-1.0
1.64	-0.152	-1.0
0.317	-1.13	-1.0
1.0	-0.0347	-1.0
-2.0	-2.1	1.0
0.0394	-1.35	-1.0
-0.633	-1.18	-1.0
0.0927	-1.02	-1.0
-0.389	-1.32	-1.0
0.83	1.67	1.0
1.12	1.01	-1.0
0.17600000000000002	1.23	-1.0
0.991	0.594	-1.0
-0.0545	-1.45	-1.0
0.927	-1.12	1.0
-1.78	0.8190000000000001	-1.0
-0.0207	-1.14	-1.0
0.915	0.611	-1.0
-2.98	-0.16	-1.0
-1.81	-1.21	1.0
-0.0982	0.395	1.0
0.98	0.7659999999999999	-1.0
0.47	-0.765	1.0
1.41	0.9	-1.0
-1.55	1.05	-1.0
-1.53	0.39	-1.0
0.621	1.48	1.0
0.47	1.21	-1.0
0.805	1.21	-1.0
-1.4	-0.386	1.0
-2.14	-1.59	1.0
0.9740000000000001	0.898	-1.0
-1.16	-0.6409999999999999	-1.0
0.9470000000000001	-0.888	1.0
1.52	-0.85	1.0
0.39	-1.2	-1.0
-1.82	-0.899	1.0
-1.42	-0.617	1.0
-0.927	-0.406	1.0
0.64	1.35	-1.0
-0.2	-1.02	-1.0
-0.0611	-1.4	-1.0
-1.06	0.18100000000000002	1.0
1.22	0.541	-1.0
-0.56	1.06	-1.0
1.79	-0.8340000000000001	-1.0
0.36200000000000004	1.59	-1.0
2.55	1.4	1.0
-0.248	0.514	1.0
-0.9079999999999999	1.26	-1.0
1.91	1.37	1.0
-1.35	-0.688	1.0
-0.0906	2.01	-1.0
0.409	0.212	1.0
-0.69	-1.33	-1.0
-1.51	0.213	1.0
0.9229999999999999	1.54	1.0
-0.687	-0.45799999999999996	1.0
-0.9279999999999999	1.55	-1.0
1.01	-0.935	1.0
-0.44	1.22	-1.0
0.9209999999999999	1.12	1.0
-1.65	-2.05	1.0
-1.57	-0.772	1.0
2.32	1.32	1.0
-0.64	-0.23800000000000002	1.0
1.21	-0.271	-1.0
0.484	1.04	-1.0
1.26	-0.25	-1.0
-0.659	-1.27	-1.0
0.0558	1.88	-1.0
-1.7	-0.087	-1.0
0.7390000000000001	0.6729999999999999	-1.0
0.67	0.784	-1.0
0.5920000000000001	0.235	1.0
-1.64	-1.91	1.0
-1.74	-0.521	1.0
-2.1	-1.06	1.0
0.48700000000000004	1.33	-1.0
-0.772	-1.38	-1.0
-0.856	-0.664	1.0
0.0844	1.72	1.0
-0.792	-0.132	1.0
-0.9540000000000001	0.848	-1.0
-1.39	-1.35	1.0
1.4	0.855	-1.0
1.3	1.04	-1.0
0.299	-0.8190000000000001	-1.0
-1.1	-1.13	-1.0
1.03	-1.12	1.0
-1.3	-0.8109999999999999	1.0
-0.17800000000000002	-1.15	-1.0
2.05	-0.105	-1.0
-1.38	0.0973	1.0
-1.01	-1.23	-1.0
0.534	2.15	-1.0
0.38799999999999996	-0.0851	1.0
0.484	1.04	-1.0
0.6459999999999999	0.778	-1.0
-1.3	0.867	-1.0
-1.38	-0.149	1.0
-1.02	0.8490000000000001	-1.0
0.0971	1.58	1.0
0.606	1.77	1.0
0.129	1.52	-1.0
0.6890000000000001	-0.506	1.0
-0.8109999999999999	-1.15	-1.0
0.318	1.82	1.0
1.89	1.34	1.0
0.326	1.45	-1.0
-0.655	-1.44	-1.0
1.85	1.61	1.0
1.15	1.49	1.0
0.261	0.214	1.0
-0.10800000000000001	-0.7929999999999999	1.0
-1.08	-1.39	-1.0
0.342	-0.701	-1.0
-0.0615	0.299	1.0
0.905	-0.9940000000000001	1.0
0.318	0.621	1.0
0.851	0.598	-1.0
-0.66	1.41	-1.0
0.9079999999999999	0.127	-1.0
1.18	1.36	1.0
0.9990000000000001	0.8109999999999999	-1.0
-1.04	-0.0359	1.0
-0.49200000000000005	0.124	1.0
0.409	-1.15	-1.0
1.31	0.9359999999999999	-1.0
1.23	-1.4	1.0
-1.82	-1.78	1.0
-0.0723	-0.428	1.0
-0.0681	-1.24	-1.0
-0.96	0.644	-1.0
0.9740000000000001	-1.47	1.0
0.0292	-1.21	-1.0
-0.852	1.32	-1.0
-0.777	1.22	-1.0
-0.379	-1.6	-1.0
0.8959999999999999	0.363	1.0
2.59	1.16	1.0
-0.489	-1.13	-1.0
-1.12	-0.297	1.0
1.03	0.7659999999999999	-1.0
-0.621	0.425	1.0
-0.537	-0.223	1.0
1.85	-0.377	-1.0
-0.0434	-0.442	1.0
0.856	0.669	-1.0
-0.21899999999999997	0.128	1.0
1.28	-0.588	-1.0
-0.9990000000000001	1.2	-1.0
-0.8340000000000001	-1.36	-1.0
0.3	-1.18	-1.0
1.05	-1.05	1.0
-0.0203	-1.42	-1.0
-0.157	1.84	-1.0
0.20800000000000002	-0.42700000000000005	1.0
-0.21	1.35	-1.0
-1.51	-0.196	1.0
1.46	-0.14	-1.0
-0.78	-1.52	-1.0
-0.008159999999999999	-1.38	-1.0
-0.591	-1.08	-1.0
-0.0202	-1.26	-1.0
0.28800000000000003	1.62	-1.0
-1.51	0.384	-1.0
-1.15	-0.508	1.0
0.245	-0.6809999999999999	-1.0
0.757	-0.20800000000000002	1.0
-0.242	-1.47	-1.0
1.01	1.21	1.0
0.6509999999999999	0.7440000000000001	-1.0
1.4	0.746	-1.0
0.0426	-1.18	-1.0
-1.67	0.809	-1.0
-0.23199999999999998	0.626	1.0
-1.74	-1.83	1.0
-0.31	-1.27	-1.0
0.0968	0.589	1.0
-0.20199999999999999	1.64	-1.0
0.15	0.442	1.0
-0.82	-1.04	-1.0
-0.804	0.687	-1.0
0.14800000000000002	1.26	-1.0
0.8320000000000001	-1.29	1.0
0.5770000000000001	0.628	-1.0
-1.19	-1.14	1.0
1.63	-0.539	-1.0
0.289	0.598	1.0
-0.679	0.536	1.0
-1.78	-1.07	1.0
0.27699999999999997	-0.324	1.0
-0.128	-1.14	-1.0
0.613	-0.21100000000000002	1.0
0.46799999999999997	0.986	-1.0
0.295	-1.36	-1.0
0.563	0.6609999999999999	-1.0
0.40700000000000003	1.8	-1.0
-0.7440000000000001	-0.415	1.0
0.203	0.617	1.0
0.0169	-1.22	-1.0
-0.295	-1.22	-1.0
-1.01	-1.65	-1.0
0.851	0.95	-1.0
1.49	1.59	1.0
-0.6579999999999999	0.5539999999999999	1.0
-1.29	-1.14	1.0
-1.61	-0.364	1.0
-0.738	1.01	-1.0
-1.45	-0.0697	1.0
-1.5	-0.39	1.0
-1.1	-1.24	-1.0
-0.9209999999999999	0.894	1.0
-0.0633	-0.6990000000000001	-1.0
0.31	0.57	1.0
1.12	-0.42200000000000004	-1.0
-1.08	0.9890000000000001	-1.0
0.6859999999999999	1.2	-1.0
-0.135	-1.12	-1.0
-0.243	1.76	1.0
0.812	-0.7509999999999999	1.0
0.47700000000000004	0.7909999999999999	-1.0
-0.838	0.644	1.0
-0.711	-1.13	-1.0
-0.26899999999999996	-1.47	-1.0
1.18	-0.917	1.0
1.03	-0.209	-1.0
-0.599	-0.521	1.0
1.26	-1.57	1.0
-1.2	0.92	-1.0
0.0538	-1.01	-1.0
0.247	-1.28	-1.0
-1.37	0.15	1.0
1.21	0.19699999999999998	-1.0
-0.431	-0.34600000000000003	1.0
1.93	0.165	-1.0
0.883	0.106	1.0
-0.20600000000000002	-0.0207	1.0
1.24	0.608	-1.0
0.262	-1.16	-1.0
1.02	0.72	-1.0
-0.384	-0.397	1.0
-0.8029999999999999	-1.21	-1.0
0.677	0.9640000000000001	-1.0
-0.14800000000000002	-1.37	-1.0
0.355	2.08	-1.0
-0.8109999999999999	-1.21	-1.0
1.16	0.598	-1.0
-1.05	-0.8320000000000001	1.0
-0.326	0.168	1.0
-0.37200000000000005	-1.38	-1.0
1.13	1.38	1.0
0.331	0.185	1.0
1.67	-1.77	1.0
-0.00621	1.56	-1.0
0.166	-0.33	1.0
0.847	-0.61	1.0
0.68	0.7390000000000001	-1.0
-0.41100000000000003	-1.41	-1.0
-0.917	-1.08	-1.0
0.956	0.5579999999999999	1.0
-2.11	-1.51	1.0
-0.0791	-1.38	-1.0
0.32899999999999996	1.11	-1.0
0.0545	2.0	-1.0
0.451	-1.23	-1.0
-1.44	-0.775	1.0
0.841	-0.0776	1.0
0.8290000000000001	1.56	-1.0
-1.64	-0.121	1.0
0.0291	-1.12	-1.0
0.823	1.04	-1.0
-1.55	-0.7440000000000001	1.0
0.196	-0.779	-1.0
1.16	0.654	-1.0
0.35	1.22	-1.0
0.48700000000000004	1.45	-1.0
0.8109999999999999	-1.65	1.0
-1.53	-0.665	1.0
-1.39	-0.11800000000000001	1.0
-2.13	0.6779999999999999	-1.0
-1.8	-1.62	1.0
-0.182	-1.54	-1.0
0.569	0.48100000000000004	1.0
-0.46299999999999997	-1.01	-1.0
0.311	1.68	-1.0
0.9229999999999999	-1.02	1.0
0.38799999999999996	1.72	-1.0
1.52	0.35600000000000004	-1.0
-1.03	1.31	-1.0
0.637	1.55	1.0
-0.122	-1.14	-1.0
0.258	-0.85	-1.0
-0.581	1.36	-1.0
-1.78	-0.5820000000000001	1.0
1.09	0.6	-1.0
1.17	0.426	-1.0
-0.419	1.4	-1.0
0.932	0.501	-1.0
-0.132	0.9540000000000001	-1.0
-2.04	-0.584	1.0
0.218	1.32	-1.0
0.747	-1.05	1.0
1.32	-0.311	1.0
-0.72	-1.39	-1.0
1.44	-0.0447	-1.0
2.03	1.32	1.0
-0.654	-1.02	-1.0
-1.66	0.835	-1.0
-0.515	0.976	-1.0
-0.851	0.405	1.0
-0.231	-0.75	-1.0
0.271	-1.28	-1.0
-0.335	-0.81	-1.0
0.981	0.26	1.0
-1.25	-0.5760000000000001	1.0
-0.8490000000000001	-0.187	1.0
-0.483	1.16	-1.0
0.47200000000000003	0.0979	1.0
0.247	-0.9	-1.0
-0.6509999999999999	-0.159	1.0
-0.278	-1.32	-1.0
1.43	0.57	-1.0
-0.473	0.085	1.0
0.251	0.171	1.0
-1.77	0.457	-1.0
1.03	0.252	1.0
-0.552	-1.18	-1.0
0.91	0.665	-1.0
-0.431	1.21	-1.0
1.41	0.258	-1.0
-0.579	0.79	-1.0
-0.38299999999999995	-1.04	-1.0
-0.833	-1.23	-1.0
-2.13	-0.34700000000000003	1.0
-0.975	0.725	-1.0
0.139	-0.762	-1.0
-0.847	-0.213	1.0
-0.106	-1.14	-1.0
1.22	-0.106	-1.0
-0.555	-1.02	-1.0
-0.851	0.6809999999999999	-1.0
-0.401	-1.17	-1.0
-0.11	-0.37200000000000005	1.0
-0.425	0.996	1.0
1.22	-0.607	1.0
0.7070000000000001	0.948	-1.0
0.10099999999999999	1.93	1.0
-0.316	0.177	1.0
-1.06	0.665	-1.0
-0.8959999999999999	0.207	1.0
-0.381	1.41	-1.0
0.915	-1.27	1.0
1.24	0.31	-1.0
2.44	1.37	1.0
-0.0819	1.64	-1.0
-1.48	0.74	-1.0
0.4	1.68	1.0
1.25	1.2	1.0
-0.9570000000000001	1.0	-1.0
-0.153	-1.15	-1.0
-1.98	0.345	-1.0
-0.675	1.18	-1.0
-1.39	-0.474	1.0
-1.07	0.256	1.0
-0.35700000000000004	-0.9440000000000001	-1.0
-0.35	-1.49	-1.0
-0.747	-0.72	-1.0
0.84	-0.17600000000000002	1.0
-1.5	-1.22	1.0
-0.294	-1.54	-1.0
1.22	-1.58	1.0
2.25	1.21	1.0
0.75	1.92	1.0
-0.47200000000000003	-0.0198	1.0
0.833	-0.593	1.0
0.423	1.74	1.0
-1.49	0.738	-1.0
-0.855	-1.33	-1.0
0.325	-0.0325	1.0
0.0526	1.42	-1.0
1.72	-0.7929999999999999	-1.0
-1.43	-0.546	1.0
0.42700000000000005	1.99	-1.0
-1.48	-1.23	1.0
-1.19	-0.638	1.0
-1.07	0.00513	1.0
1.98	0.41700000000000004	-1.0
-0.264	0.0571	1.0
-0.0143	1.55	-1.0
0.408	0.0179	1.0
-0.9520000000000001	0.00043200000000000004	1.0
0.667	1.92	1.0
-0.945	-0.639	1.0
-0.387	0.10400000000000001	1.0
-0.633	-0.698	1.0
-0.583	-1.35	-1.0
-0.6920000000000001	0.759	1.0
-0.935	0.321	1.0
0.544	1.22	-1.0
0.0745	1.78	-1.0
0.465	0.28300000000000003	1.0
-0.987	-0.8140000000000001	1.0
1.24	0.79	-1.0
-0.42700000000000005	-0.485	1.0
0.708	0.961	-1.0
-0.502	1.84	1.0
1.32	-0.331	1.0
0.45399999999999996	1.48	1.0
0.321	0.299	1.0
-1.92	-1.5	1.0
-1.33	0.7190000000000001	-1.0
-0.8029999999999999	1.25	-1.0
-0.265	1.28	-1.0
-1.59	0.9129999999999999	-1.0
-1.23	-0.703	1.0
-1.46	1.2	-1.0
1.44	0.358	-1.0
1.07	0.441	-1.0
-0.139	-1.26	-1.0
-0.632	1.35	-1.0
-0.9490000000000001	1.0	-1.0
2.34	1.16	1.0
-0.0753	0.267	1.0
-0.179	-0.0492	1.0
1.8	1.32	1.0
-0.142	0.231	1.0
1.19	-0.278	-1.0
-0.924	-0.102	1.0
1.35	0.47200000000000003	-1.0
0.151	0.322	1.0
-0.616	0.413	1.0
-0.779	-1.04	-1.0
0.34700000000000003	0.414	1.0
0.745	0.366	-1.0
-0.0187	-1.55	-1.0
0.168	-1.06	-1.0
-2.6	0.217	-1.0
-0.228	-1.06	-1.0
-1.06	-0.8809999999999999	-1.0
0.325	0.213	1.0
0.9259999999999999	-1.17	1.0
0.479	1.48	-1.0
0.0109	-0.37799999999999995	1.0
-0.445	-1.24	-1.0
0.89	0.8640000000000001	-1.0
-0.115	-0.7190000000000001	-1.0
1.05	-0.96	1.0
1.21	0.22699999999999998	-1.0
0.105	-0.20800000000000002	1.0
0.514	1.52	-1.0
-0.644	-0.78	-1.0
0.63	-1.23	-1.0
0.5579999999999999	-1.06	1.0
-1.57	0.679	-1.0
0.9620000000000001	0.851	-1.0
-0.588	-1.35	-1.0
1.08	0.37799999999999995	-1.0
1.96	1.31	1.0
-0.0685	0.9309999999999999	-1.0
-0.0253	0.0742	1.0
0.552	-0.244	1.0
0.95	-0.0297	1.0
-0.298	0.158	1.0
-0.27899999999999997	-1.25	-1.0
1.05	-0.23	-1.0
1.27	-0.573	1.0
-0.292	-0.22399999999999998	1.0
-0.174	-0.478	1.0
1.72	-0.47100000000000003	-1.0
-0.862	1.01	-1.0
-0.38299999999999995	-1.26	-1.0
-0.953	1.06	-1.0
-1.24	1.14	-1.0
-1.11	1.1	-1.0
-1.58	0.272	-1.0
-1.66	0.75	-1.0
-0.364	1.7	1.0
-1.4	-0.107	1.0
0.171	2.11	1.0
-1.75	0.318	-1.0
-0.99	0.231	1.0
1.2	-0.778	1.0
0.57	1.42	-1.0
0.802	1.21	-1.0
1.25	-0.20199999999999999	-1.0
0.941	1.16	-1.0
-0.163	-0.759	-1.0
1.36	0.86	-1.0
1.25	0.555	-1.0
1.18	0.204	-1.0
-0.45899999999999996	-1.11	-1.0
1.66	0.239	-1.0
-1.05	0.966	-1.0
-0.33399999999999996	1.63	-1.0
-0.593	-1.58	-1.0
-0.9740000000000001	1.05	-1.0
-1.96	0.445	-1.0
0.361	0.9309999999999999	-1.0
1.35	-0.461	-1.0
0.0727	-1.46	-1.0
-0.956	-1.61	-1.0
2.34	1.64	1.0
-1.45	-0.16699999999999998	1.0
-1.83	-0.746	1.0
-0.971	-0.9059999999999999	1.0
-0.813	-1.23	-1.0
0.48200000000000004	-0.653	1.0
-0.14	-0.6940000000000001	1.0
0.56	-1.02	-1.0
-0.693	1.28	-1.0
0.358	-0.887	1.0
1.8	1.36	1.0
-0.6659999999999999	-1.1	-1.0
-0.239	-1.42	-1.0
1.14	-0.28600000000000003	1.0
-0.315	-1.3	-1.0
-0.153	1.97	1.0
0.589	0.7140000000000001	-1.0
2.47	1.12	1.0
0.605	1.28	-1.0
-1.21	1.19	-1.0
-0.7040000000000001	1.46	-1.0
-0.7240000000000001	-0.973	-1.0
-1.67	0.672	-1.0
-0.0939	1.68	-1.0
0.09699999999999999	-0.593	1.0
-1.8	-1.71	1.0
-1.49	0.415	-1.0
-0.722	1.19	-1.0
0.40700000000000003	-0.94	-1.0
0.46299999999999997	-1.28	-1.0
0.185	0.261	1.0
1.97	1.41	1.0
-0.24600000000000002	-0.7390000000000001	-1.0
-0.889	-0.41700000000000004	1.0
1.19	0.5539999999999999	-1.0
-1.8	0.6759999999999999	-1.0
0.29100000000000004	1.34	-1.0
-0.267	-0.8959999999999999	-1.0
-0.59	-0.32799999999999996	1.0
0.0885	-1.22	-1.0
-1.42	0.624	-1.0
0.66	0.835	-1.0
2.43	1.31	1.0
0.217	-0.961	-1.0
-0.877	0.263	1.0
-0.899	0.0621	1.0
-0.141	-0.797	-1.0
-0.784	1.81	-1.0
0.10400000000000001	-1.04	-1.0
-0.973	-0.126	1.0
-0.278	-1.09	-1.0
-0.914	-0.522	1.0
0.23800000000000002	1.74	-1.0
-1.84	0.0932	-1.0
1.64	1.53	1.0
-0.19	-1.42	-1.0
-0.508	-1.7	-1.0
0.187	-1.02	-1.0
0.16	0.18899999999999997	1.0
-1.71	-0.319	1.0
0.7929999999999999	0.836	-1.0
0.38299999999999995	-0.8240000000000001	1.0
-0.0697	1.56	-1.0
-1.64	-1.05	1.0
-0.7390000000000001	-0.066	1.0
1.22	-1.46	1.0
1.48	1.01	1.0
-0.8759999999999999	0.23199999999999998	1.0
1.75	0.016	-1.0
-0.048	-1.06	-1.0
0.316	-0.601	1.0
-1.87	-1.0	1.0
-0.769	-1.46	-1.0
-1.53	0.6559999999999999	-1.0
1.29	0.337	-1.0
0.40299999999999997	0.0297	1.0
-1.31	-1.11	1.0
1.31	-1.81	1.0
0.617	-0.585	1.0
0.713	0.948	-1.0
0.9940000000000001	0.0734	-1.0
-0.345	0.376	1.0
-0.84	-1.16	-1.0
0.515	2.21	-1.0
1.37	-0.8	1.0
-0.19699999999999998	0.544	1.0
0.9129999999999999	-0.374	1.0
1.18	-0.27699999999999997	-1.0
0.8340000000000001	-0.177	1.0
-0.8740000000000001	0.7190000000000001	1.0
1.09	-0.384	1.0
-0.972	-1.08	1.0
-0.85	0.963	-1.0
1.21	0.306	-1.0
0.9329999999999999	0.716	-1.0
1.66	0.243	-1.0
1.75	1.33	1.0
1.58	0.20600000000000002	-1.0
0.415	0.986	-1.0
0.0128	1.29	-1.0
-1.45	-0.0461	1.0
0.9279999999999999	-0.102	1.0
0.8340000000000001	0.925	-1.0
0.8240000000000001	-0.6729999999999999	1.0
-0.0275	-0.5820000000000001	1.0
1.19	-1.67	1.0
1.34	0.32	-1.0
-0.0839	1.0	1.0
2.42	1.5	1.0
0.39	1.27	-1.0
-0.341	0.0621	1.0
0.265	-1.06	-1.0
-1.78	-0.5720000000000001	1.0
0.2	-0.609	1.0
-1.51	0.348	1.0
0.0311	-0.978	-1.0
0.586	0.402	-1.0
-0.0264	-0.9520000000000001	-1.0
-1.19	1.23	-1.0
-1.19	-1.32	-1.0
-0.534	1.15	-1.0
0.418	0.616	1.0
0.0194	-1.13	-1.0
0.83	-0.9390000000000001	1.0
-1.37	-0.213	1.0
-0.652	-1.54	-1.0
-0.45299999999999996	-0.0737	1.0
-0.835	0.6709999999999999	-1.0
-3.09	-0.8320000000000001	-1.0
-0.598	-1.38	-1.0
-0.0215	0.7040000000000001	1.0
-0.00124	-0.938	1.0
-0.145	0.47100000000000003	1.0
0.633	0.9009999999999999	-1.0
-0.77	0.637	-1.0
-0.7559999999999999	-0.943	-1.0
-1.02	0.968	-1.0
-0.637	0.9420000000000001	1.0
-0.0254	-0.79	1.0
-0.494	-1.22	-1.0
1.09	-0.643	1.0
0.366	0.16399999999999998	1.0
0.595	0.677	-1.0
-0.132	1.68	1.0
1.32	0.376	-1.0
1.09	0.614	-1.0
-0.26	1.36	-1.0
-0.467	-0.945	-1.0
-1.6	-0.0414	1.0
1.23	-2.2	1.0
1.93	1.41	1.0
1.87	1.13	1.0
0.785	-0.601	1.0
1.8	0.757	-1.0
-0.369	-1.14	-1.0
-0.376	1.33	-1.0
-1.43	0.245	-1.0
-0.96	1.34	-1.0
1.22	0.423	-1.0
0.0951	-1.39	-1.0
0.439	-1.09	-1.0
0.8859999999999999	-0.292	1.0
1.22	0.8340000000000001	-1.0
1.12	-1.72	1.0
-1.3	1.16	-1.0
0.675	0.667	-1.0
0.456	0.278	1.0
-0.815	1.18	-1.0
1.72	-0.259	-1.0
-0.49700000000000005	-1.29	-1.0
-1.17	0.564	1.0
0.0786	1.63	-1.0
-0.64	-0.9390000000000001	-1.0
0.264	-0.605	1.0
-0.222	0.156	1.0
0.000725	-0.0366	1.0
1.1	1.38	1.0
-0.865	-1.1	-1.0
1.32	-1.48	1.0
-1.51	0.48100000000000004	-1.0
0.518	1.7	-1.0
-0.845	-0.0025800000000000003	1.0
0.0027300000000000002	-0.973	-1.0
0.635	0.5589999999999999	1.0
1.27	-0.685	-1.0
1.03	0.28	-1.0
-0.9640000000000001	0.10800000000000001	1.0
-0.132	-1.37	-1.0
-0.18600000000000003	-0.0925	1.0
0.0585	-0.37799999999999995	1.0
-0.0876	0.255	1.0
-0.56	-1.12	-1.0
1.47	-2.05	1.0
0.113	0.462	1.0
-0.0189	-1.28	-1.0
0.37799999999999995	0.987	-1.0
-1.32	0.516	1.0
-1.07	-0.306	1.0
1.49	-0.8859999999999999	-1.0
-0.138	-1.37	-1.0
-1.7	-1.16	1.0
0.598	0.133	1.0
1.74	0.5770000000000001	-1.0
1.71	0.569	-1.0
-0.973	0.107	1.0
-1.48	-0.297	1.0
1.19	0.812	-1.0
-0.607	-0.894	-1.0
-1.02	-1.29	-1.0
-1.31	-0.627	1.0
-1.02	0.521	1.0
0.752	1.58	-1.0
-0.0666	0.0656	1.0
0.615	0.375	-1.0
-0.142	1.65	-1.0
0.335	1.95	-1.0
1.22	0.247	-1.0
-0.245	-1.18	-1.0
0.409	-1.51	-1.0
-1.3	-1.08	1.0
0.505	1.45	-1.0
-1.19	-0.976	-1.0
0.38799999999999996	0.484	1.0
1.06	-0.45299999999999996	1.0
-0.9109999999999999	-0.9079999999999999	-1.0
1.11	0.428	-1.0
0.903	-0.33899999999999997	1.0
-0.815	0.33399999999999996	1.0
1.35	-0.387	1.0
0.185	0.617	-1.0
-1.96	-0.9420000000000001	1.0
-1.08	-0.9520000000000001	-1.0
-1.67	-0.266	1.0
-0.856	-0.235	1.0
-0.9179999999999999	1.44	-1.0
1.24	1.45	1.0
1.41	-0.447	-1.0
0.177	0.731	1.0
0.0886	-0.8440000000000001	-1.0
0.604	0.555	-1.0
-0.39399999999999996	-0.253	1.0
0.319	1.61	1.0
-0.8079999999999999	-1.5	-1.0
-0.44	0.298	1.0
-0.634	1.08	-1.0
0.0116	-1.09	-1.0
-0.6509999999999999	-0.10300000000000001	1.0
0.0605	2.06	1.0
-1.04	0.937	-1.0
2.62	1.12	1.0
-0.499	-0.24100000000000002	1.0
-1.46	-0.10800000000000001	1.0
1.01	0.677	-1.0
0.627	0.23399999999999999	-1.0
-0.436	1.45	-1.0
0.0165	-0.639	1.0
1.42	-0.6559999999999999	-1.0
-1.23	-1.3	1.0
1.35	-0.177	-1.0
1.77	1.59	1.0
-1.79	-0.0728	1.0
-0.26	-1.23	-1.0
-0.259	1.52	-1.0
1.27	-0.747	-1.0
-2.07	-0.521	1.0
0.47700000000000004	1.83	-1.0
-0.195	1.31	-1.0
1.22	1.04	-1.0
-1.44	0.0919	1.0
-0.784	-0.00647	1.0
-1.55	0.121	1.0
-0.23600000000000002	1.44	-1.0
1.24	-0.687	1.0
-2.84	-0.177	-1.0
-0.767	-1.3	-1.0
1.14	0.376	-1.0
1.05	-0.723	1.0
0.8140000000000001	0.8170000000000001	-1.0
-1.26	-0.11900000000000001	1.0
1.41	1.63	1.0
0.9329999999999999	-1.24	1.0
-1.14	0.0337	1.0
0.85	0.726	-1.0
0.624	0.621	-1.0
1.59	-0.0963	-1.0
-1.8	-1.25	1.0
0.0035600000000000002	1.87	-1.0
0.17800000000000002	-1.24	-1.0
1.18	0.33399999999999996	-1.0
0.91	0.8640000000000001	-1.0
0.145	-0.415	1.0
1.26	-0.5529999999999999	1.0
-0.187	-0.267	1.0
0.769	0.855	-1.0
-1.31	-1.16	1.0
1.08	0.14800000000000002	1.0
-1.25	0.857	-1.0
-0.0656	1.24	-1.0
-1.82	-0.705	1.0
1.53	-1.81	1.0
-0.177	-1.12	-1.0
-1.03	-0.35700000000000004	1.0
-1.68	0.39799999999999996	-1.0
0.389	-0.804	1.0
0.272	-1.12	-1.0
0.846	1.87	-1.0
-0.0686	1.72	-1.0
-0.102	-1.31	-1.0
0.168	1.97	1.0
0.5379999999999999	-1.25	-1.0
0.677	0.10800000000000001	1.0
1.23	-0.146	1.0
0.73	-0.99	1.0
1.7	-0.0336	-1.0
-0.968	0.348	1.0
2.51	0.9009999999999999	1.0
0.643	-0.40299999999999997	1.0
-0.877	-1.08	-1.0
-0.975	-0.273	1.0
0.321	0.39299999999999996	1.0
-1.24	-0.0104	1.0
-0.509	-0.8240000000000001	-1.0
0.0817	0.418	1.0
1.95	0.902	1.0
1.68	-0.32	-1.0
-0.67	-0.55	1.0
-0.33	0.301	1.0
-0.736	0.6829999999999999	1.0
0.235	-1.06	-1.0
-0.59	-1.23	-1.0
1.08	0.72	-1.0
0.527	-1.13	-1.0
0.71	1.7	1.0
0.0243	-0.7190000000000001	-1.0
0.207	0.65	1.0
1.57	0.483	-1.0
1.02	-0.35100000000000003	1.0
-0.21	0.171	1.0
0.88	-0.24100000000000002	-1.0
-1.08	-0.868	1.0
-1.52	0.24600000000000002	1.0
-0.8340000000000001	-1.19	-1.0
1.29	0.23	-1.0
1.02	0.976	-1.0
-0.24100000000000002	0.774	1.0
-0.451	1.7	-1.0
-0.506	-1.2	-1.0
1.35	0.657	-1.0
-1.93	-0.315	1.0
1.21	-0.774	1.0
0.82	1.83	-1.0
-2.05	-1.93	1.0
1.3	0.7390000000000001	-1.0
0.8320000000000001	1.33	-1.0
-0.9590000000000001	0.41	1.0
0.43200000000000005	0.7490000000000001	-1.0
2.12	0.978	1.0
1.54	-0.193	-1.0
-0.0454	1.75	-1.0
-1.86	-1.3	1.0
0.46399999999999997	-0.792	1.0
-0.539	-1.39	-1.0
1.21	-0.873	1.0
